"yearNumber","Time","dcAnnualHealthUS","dcOUDNoTxExcess","dcOUDTxExcess","dcMethadone","dcBuprenorphine","dcNaltrexone","dcOverdoseNonfatal","dcOverdoseFatal","dcNetProductivity","dcCM","dcTherapy","dcHubSpoke","dcED","dcTH","nRun"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6130.43402409366,6675.90146417584,15891.0316412717,3665.60996760639,2987.92608194054,646414.735974049,3490.81111121273,3124.02350384663,23849.4160461938,532.775612299729,0,"308"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5951.87769329481,6481.45773220955,15428.1860594871,3558.84462874406,2900.89910868014,627587.122304901,3389.13700117741,3033.03252800643,23154.7728603823,517.257876019154,0,"308"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5778.52203232506,6292.67740991218,14978.8214169778,3455.18895994569,2816.4069016312,609307.885732914,3290.42427298777,2944.69177476353,22480.3620003712,502.192112639955,0,"308"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5610.21556536413,6109.39554360406,14542.545065027,3354.55238829679,2734.37563265165,591561.054109625,3194.58667280366,2858.92405316847,21825.5941751176,487.565157902869,0,"308"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5446.81122850887,5931.45198408161,14118.9757912883,3256.84697892892,2654.73362393364,574331.120494782,3101.54045903268,2775.65442055192,21189.8972573958,473.36423097366,0,"308"
0,2021,6520,7598,6078,8043.32566044992,5516.13282902981,19413.4806642844,4376.93,3567.74,771853,0,0,0,0,0,"309"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7809.05403927176,5355.46876604836,18848.0394798878,4249.44660194175,3463.82524271845,749371.844660194,1129.82480650765,1310.70949882872,13718.4062880522,169.977954001639,0,"309"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7581.60586337065,5199.4842388819,18299.0674562017,4125.6763125648,3362.93712885286,727545.480252616,2193.834575743,2545.06698801693,26637.6821127227,330.054279614833,0,"309"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7360.78239162199,5048.04295037078,17766.0849089337,4005.51098307263,3264.98750374064,706354.835196714,3194.90472195583,3706.40823497611,38792.7409408583,480.661572254611,0,"309"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7146.39067147766,4901.01257317551,17248.6261251784,3888.84561463362,3169.89078033072,685781.393394868,3101.84924461731,3598.45459706418,37662.8552823867,466.661720635545,0,"309"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6938.24337036666,4758.26463415099,16746.2389564839,3775.57826663458,3077.56386439876,665807.17805327,3011.50412098768,3493.64523986814,36565.8789149385,453.069631684995,0,"309"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6736.15861200646,4619.67440208833,16258.4844237707,3665.60996760639,2987.92608194054,646414.735974049,2923.7904087259,3391.88858239625,35500.8533154743,439.873428820384,0,"309"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6539.959817482,4485.12077872654,15784.936333758,3558.84462874406,2900.89910868014,627587.122304901,2838.63146478243,3293.09571106432,34466.8478791013,427.061581379013,0,"309"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6349.4755509534,4354.48619293839,15325.1809065612,3455.18895994569,2816.4069016312,609307.885732914,2755.95287842954,3197.18030200419,33462.9591059236,414.622894542731,0,"309"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6164.53936985767,4227.65649799843,14878.8164141371,3354.55238829679,2734.37563265165,591561.054109625,2675.68240624228,3104.05854563514,32488.3098115763,402.54649955605,0,"309"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5984.98967947347,4104.52087184314,14445.4528292593,3256.84697892892,2654.73362393364,574331.120494782,2597.74990897308,3013.64907343217,31542.0483607537,390.821844229175,0,"309"
0,2021,6520,7598,6078,8978.97633848689,7414.67236311291,11784.2339470412,4376.93,3567.74,771853,0,0,0,0,0,"310"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8717.45275581251,7198.71103214846,11441.0038320788,4249.44660194175,3463.82524271845,749371.844660194,1432.96140244315,1395.66059947891,11589.7224736231,154.321288016531,0,"310"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8463.54636486652,6989.03983703734,11107.7707107562,4125.6763125648,3362.93712885286,727545.480252616,2782.44932513233,2710.02058151245,22504.3154827633,299.652986439867,0,"310"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,8217.03530569564,6785.47556993916,10784.2434085011,4005.51098307263,3264.98750374064,706354.835196714,4052.11066766844,3946.63191482395,32773.2749748981,436.387844329903,0,"310"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7977.70418028703,6587.84035916424,10470.1392315545,3888.84561463362,3169.89078033072,685781.393394868,3934.08802686257,3831.68147070286,31818.7135678622,423.677518766896,0,"310"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7745.34386435634,6395.96151375169,10165.1837199558,3775.57826663458,3077.56386439876,665807.17805327,3819.50293870152,3720.07909776977,30891.9549202546,411.337396861064,0,"310"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7519.75132461781,6209.67137257445,9869.11040772409,3665.60996760639,2987.92608194054,646414.735974049,3708.25528029274,3611.72727938813,29992.1892429656,399.356695981615,0,"310"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7300.72944137651,6028.80715783927,9581.66059002339,3558.84462874406,2900.89910868014,627587.122304901,3600.24784494441,3506.53133921177,29118.6303329763,387.724947554966,0,"310"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,7088.08683628788,5853.21083285366,9302.58309711009,3455.18895994569,2816.4069016312,609307.885732914,3495.38625722758,3404.39935845803,28270.5148863847,376.431987917443,0,"310"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6881.63770513386,5682.7289639356,9031.63407486416,3354.55238829679,2734.37563265165,591561.054109625,3393.57889051221,3305.24209559032,27447.1018314415,365.467949434411,0,"310"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6681.20165546977,5517.21258634524,8768.57677171278,3256.84697892892,2654.73362393364,574331.120494782,3294.73678690506,3208.97290834012,26647.6716810112,354.823251878069,0,"310"
0,2021,6520,7598,6078,6044.62121428386,6777.17526722117,15405.8652507074,4376.93,3567.74,771853,0,0,0,0,0,"311"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5868.56428571249,6579.78181283609,14957.1507288421,4249.44660194175,3463.82524271845,749371.844660194,1025.37230792174,1280.57772002611,8902.2112426085,135.771891888243,0,"311"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5697.63522884708,6388.13768236514,14521.5055619826,4125.6763125648,3362.93712885286,727545.480252616,1991.01419013929,2486.55867966235,17285.8470730262,263.634741530569,0,"311"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5531.68468820104,6202.07541977198,14098.5490893035,4005.51098307263,3264.98750374064,706354.835196714,2899.53522835819,3621.20196067332,25173.5636985819,383.934089607625,0,"311"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5370.56765844762,6021.43244638056,13687.9117371879,3888.84561463362,3169.89078033072,685781.393394868,2815.08274597883,3515.73005890614,24440.3531054193,372.751543308374,0,"311"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5214.14335771613,5846.05091881608,13289.2346962989,3775.57826663458,3077.56386439876,665807.17805327,2733.09004463964,3413.3301542778,23728.4981606013,361.894702241139,0,"311"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5062.27510457877,5675.77759108357,12902.1696080572,3665.60996760639,2987.92608194054,646414.735974049,2653.48548023266,3313.9127711435,23037.3768549527,351.354079845766,0,"311"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4914.83019862016,5510.46368066366,12526.3782602497,3558.84462874406,2900.89910868014,627587.122304901,2576.19949537151,3217.39103994514,22366.3852960706,341.120465869676,0,"311"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4771.6798044856,5349.96473850841,12161.5322915046,3455.18895994569,2816.4069016312,609307.885732914,2501.16455861312,3123.68062130596,21714.937180651,331.184918320074,0,"311"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4632.6988393064,5194.1405228237,11807.3129043734,3354.55238829679,2734.37563265165,591561.054109625,2428.31510544963,3032.69963233589,21082.4632821855,321.538755650557,0,"311"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4497.76586340427,5042.85487652786,11463.4105867703,3256.84697892892,2654.73362393364,574331.120494782,2357.58748101906,2944.36857508339,20468.4109535781,312.173549175298,0,"311"
0,2021,6520,7598,6078,8211.69101333222,7997.45139236329,12077.448307297,4376.93,3567.74,771853,0,0,0,0,0,"312"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7972.51554692449,7764.51591491582,11725.6779682495,4249.44660194175,3463.82524271845,749371.844660194,1324.25499354643,1506.73109708613,12477.9480833303,188.575226609972,0,"312"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7740.30635623737,7538.36496593769,11384.1533672325,4125.6763125648,3362.93712885286,727545.480252616,2571.36891950763,2925.69145065268,24229.0254045249,366.165488563052,0,"312"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7514.86054003628,7318.80093780358,11052.5760846917,4005.51098307263,3264.98750374064,706354.835196714,3744.71201870043,4260.715704834,35284.9884531916,533.25071149959,0,"312"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7295.98110683134,7105.63197845008,10730.6563929046,3888.84561463362,3169.89078033072,685781.393394868,3635.64273660236,4136.61718915922,34257.2703429045,517.719137378243,0,"312"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7083.47680274887,6898.67182373794,10418.11300282,3775.57826663458,3077.56386439876,665807.17805327,3529.75022971103,4016.13319335847,33259.4857698102,502.639939202178,0,"312"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6877.16194441638,6697.73963469703,10114.6728182719,3665.60996760639,2987.92608194054,646414.735974049,3426.94197059323,3899.15844015385,32290.7628833108,487.999940972988,0,"312"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6676.85625671493,6502.65983951168,9820.07069735131,3558.84462874406,2900.89910868014,627587.122304901,3327.12812678954,3785.59071859598,31350.2552265154,473.786350459212,0,"312"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6482.38471525722,6313.26198010842,9534.04922072943,3455.18895994569,2816.4069016312,609307.885732914,3230.22148231995,3675.33079475337,30437.1409966169,459.986748018652,0,"312"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6293.57739345361,6129.38056321206,9256.3584667276,3354.55238829679,2734.37563265165,591561.054109625,3136.13736147568,3568.28232500328,29550.6223268125,446.589075746264,0,"312"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6110.26931403263,5950.85491573987,8986.75579293942,3256.84697892892,2654.73362393364,574331.120494782,3044.79355483075,3464.35177184784,28689.9245891384,433.581626938121,0,"312"
0,2021,6520,7598,6078,6606.30273951474,6564.54764748341,18383.0968443411,4376.93,3567.74,771853,0,0,0,0,0,"313"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6413.88615486868,6373.34723056642,17847.6668391662,4249.44660194175,3463.82524271845,749371.844660194,1272.07983376882,1765.19020156208,9196.33583759431,160.697458102112,0,"313"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6227.07393676571,6187.71575783148,17327.8318826856,4125.6763125648,3362.93712885286,727545.480252616,2470.05792964819,3427.55378944094,17856.9627914453,312.033899227401,0,"313"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6045.70285122884,6007.49102702085,16823.1377501802,4005.51098307263,3264.98750374064,706354.835196714,3597.1717422061,4991.58318850623,26005.2856186096,454.41829984573,0,"313"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5869.61441866878,5832.51556021442,16333.1434467769,3888.84561463362,3169.89078033072,685781.393394868,3492.39974971466,4846.19727039439,25247.8501151549,441.182815384204,0,"313"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5698.65477540658,5662.63646622759,15857.4208221135,3775.57826663458,3077.56386439876,665807.17805327,3390.67936865501,4705.04589358679,24512.4758399563,428.332830470101,0,"313"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5532.67453922969,5497.70530701708,15395.5541962267,3665.60996760639,2987.92608194054,646414.735974049,3291.92171714079,4568.00572192892,23798.5202329672,415.857116961263,0,"313"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5371.52867886377,5337.57796797775,14947.1399963366,3558.84462874406,2900.89910868014,627587.122304901,3196.04050207843,4434.95701158148,23105.3594494828,403.744773748799,0,"313"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5215.07638724638,5182.11453201723,14511.7864042103,3455.18895994569,2816.4069016312,609307.885732914,3102.95194376547,4305.78350638978,22432.3878150318,391.985217231844,0,"313"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5063.18095849163,5031.17915729828,14089.1130137964,3354.55238829679,2734.37563265165,591561.054109625,3012.57470268492,4180.37233630076,21779.0172961474,380.568172069751,0,"313"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4915.70966843848,4884.63995854202,13678.7504988314,3256.84697892892,2654.73362393364,574331.120494782,2924.82980843196,4058.6139187386,21144.6769865509,369.483662203642,0,"313"
0,2021,6520,7598,6078,5579.87837752653,7586.90449334681,16548.5507929514,4376.93,3567.74,771853,0,0,0,0,0,"314"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5417.35764808401,7365.92669256972,16066.554167914,4249.44660194175,3463.82524271845,749371.844660194,1074.14690592035,1506.2399440977,10558.2942872542,201.560741916498,0,"314"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5259.5705321204,7151.3851384172,15598.5962795281,4125.6763125648,3362.93712885286,727545.480252616,2085.72214741816,2924.73775552951,20501.5423053479,391.380081391258,0,"314"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5106.37915739845,6943.09236739534,15144.2682325516,4005.51098307263,3264.98750374064,706354.835196714,3037.45943798762,4259.32682844103,29856.6150077882,569.970992317366,0,"314"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,4957.64966737713,6740.86637611198,14703.1730413122,3888.84561463362,3169.89078033072,685781.393394868,2948.98974561904,4135.26876547673,28987.0048619303,553.369895453753,0,"314"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,4813.25210424964,6544.53046224464,14274.9252828274,3775.57826663458,3077.56386439876,665807.17805327,2863.09684040684,4014.82404415217,28142.7231669226,537.252325683255,0,"314"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,4673.060295388,6353.91307014043,13859.1507600266,3665.60996760639,2987.92608194054,646414.735974049,2779.7056702979,3897.88742150696,27323.0322008958,521.604199692481,0,"314"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4536.95174309515,6168.84764091304,13455.4861747831,3558.84462874406,2900.89910868014,627587.122304901,2698.74336922126,3784.35671990967,26527.215729025,506.411844361632,0,"314"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4404.80751756811,5989.17246690586,13063.578810469,3455.18895994569,2816.4069016312,609307.885732914,2620.1391934187,3674.13273777638,25754.5783776942,491.661984817118,0,"314"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4276.51215297874,5814.73055039404,12683.0862237563,3354.55238829679,2734.37563265165,591561.054109625,2543.82445962981,3567.11916288968,25004.4450268876,477.341732832154,0,"314"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4151.9535465813,5645.36946640198,12313.6759453945,3256.84697892892,2654.73362393364,574331.120494782,2469.73248507748,3463.22248824241,24276.1602202792,463.438575565198,0,"314"
0,2021,6520,7598,6078,7127.32107521524,5810.79981569201,17652.3756972824,4376.93,3567.74,771853,0,0,0,0,0,"315"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6919.72919923809,5641.55321911845,17138.228832313,4249.44660194175,3463.82524271845,749371.844660194,1336.21626902774,1548.64192272395,9257.4684534836,212.318735092619,0,"315"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6718.18368858067,5477.23613506646,16639.0571187505,4125.6763125648,3362.93712885286,727545.480252616,2594.59469714124,3007.07169460961,17975.6668999682,412.269388529358,0,"315"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6522.50843551522,5317.70498550142,16154.4243871364,4005.51098307263,3264.98750374064,706354.835196714,3778.53596671055,4379.23062321788,26178.1556795653,600.392313392268,0,"315"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6332.53246166526,5162.82037427322,15683.9071719771,3888.84561463362,3169.89078033072,685781.393394868,3668.4815210782,4251.68021671638,25415.6851257915,582.90515863327,0,"315"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6148.08976860705,5012.44696531381,15227.0943417253,3775.57826663458,3077.56386439876,665807.17805327,3561.63254473612,4127.84487059843,24675.4224522248,565.927338478903,0,"315"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5969.01919282238,4866.45336438234,14783.5867395391,3665.60996760639,2987.92608194054,646414.735974049,3457.89567450109,4007.61637922178,23956.7208274027,549.444017940682,0,"315"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5795.16426487609,4724.71200425469,14352.996834504,3558.84462874406,2900.89910868014,627587.122304901,3357.18026650591,3890.88968856483,23258.9522596143,533.440794117167,0,"315"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5626.37307269524,4587.09903325699,13934.9483830136,3455.18895994569,2816.4069016312,609307.885732914,3259.39831699603,3777.56280443188,22581.5070481692,517.9036836089,0,"315"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5462.49812883033,4453.49420704562,13529.0761000132,3354.55238829679,2734.37563265165,591561.054109625,3164.46438543304,3667.53670333192,21923.7932506497,502.819110299903,0,"315"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5303.39624158284,4323.78078353943,13135.0253398186,3256.84697892892,2654.73362393364,574331.120494782,3072.2955198379,3560.71524595332,21285.2361656793,488.173893495052,0,"315"
0,2021,6520,7598,6078,6185.83044175431,7381.13587286207,16081.0725408548,4376.93,3567.74,771853,0,0,0,0,0,"316"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6005.66062306244,7166.15133287579,15612.6917872377,4249.44660194175,3463.82524271845,749371.844660194,1197.95610255978,1568.77250025052,10352.0098951825,154.259055661351,0,"316"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5830.73846899266,6957.42847852019,15157.9531914929,4125.6763125648,3362.93712885286,727545.480252616,2326.128354485,3046.1601946612,20100.9900877329,299.532146915245,0,"316"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5660.91113494433,6754.78493060213,14716.4594092164,4005.51098307263,3264.98750374064,706354.835196714,3387.56556478399,4436.15562329301,29273.2865355334,436.211864439677,0,"316"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5496.03022810129,6558.04362194381,14287.8246691421,3888.84561463362,3169.89078033072,685781.393394868,3288.89860658639,4306.94720708059,28420.6665393528,423.50666450454,0,"316"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5335.95167776824,6367.03264266389,13871.6744360603,3775.57826663458,3077.56386439876,665807.17805327,3193.10544328776,4181.50214279669,27592.880135294,411.171518936447,0,"316"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5180.53560948373,6181.58508996494,13467.6450835537,3665.60996760639,2987.92608194054,646414.735974049,3100.10237212404,4059.71081824922,26789.2040148485,399.195649452861,0,"316"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5029.64622279974,6001.53892229606,13075.3835762657,3558.84462874406,2900.89910868014,627587.122304901,3009.80812827577,3941.46681383419,26008.9359367461,387.568591701807,0,"316"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4883.1516726211,5826.73681776317,12694.547161423,3455.18895994569,2816.4069016312,609307.885732914,2922.14381385997,3826.66680954776,25251.3941133458,376.280186118259,0,"316"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4740.92395400107,5657.02603666327,12324.8030693428,3354.55238829679,2734.37563265165,591561.054109625,2837.03282899026,3715.21049470656,24515.9166148988,365.320569046854,0,"316"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4602.8387902923,5492.25828802259,11965.8282226629,3256.84697892892,2654.73362393364,574331.120494782,2754.40080484491,3607.00048029763,23801.8607911639,354.680164123159,0,"316"
0,2021,6520,7598,6078,8216.61519880942,6884.04575522873,11911.9009501501,4376.93,3567.74,771853,0,0,0,0,0,"317"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7977.29630952371,6683.53956818323,11564.9523787865,4249.44660194175,3463.82524271845,749371.844660194,1130.16339461206,1594.15819032666,11006.230877324,177.472705021308,0,"317"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7744.94787332399,6488.87336716818,11228.109105618,4125.6763125648,3362.93712885286,727545.480252616,2194.49202837293,3095.4527967508,21371.3220918913,344.607194216131,0,"317"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7519.36686730484,6299.87705550309,10901.0768015708,4005.51098307263,3264.98750374064,706354.835196714,3195.86217724214,4507.94096614194,31123.2845998417,501.855137207958,0,"317"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7300.35618184936,6116.3854907797,10583.5697102629,3888.84561463362,3169.89078033072,685781.393394868,3102.77881285644,4376.64171470092,30216.7811648948,487.23799728928,0,"317"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7087.72444839744,5938.23834056282,10275.3103983135,3775.57826663458,3077.56386439876,665807.17805327,3012.40661442373,4249.16671330186,29336.6807426164,473.046599309981,0,"317"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6881.28587223052,5765.279942294,9976.02951292577,3665.60996760639,2987.92608194054,646414.735974049,2924.66661594537,4125.40457602122,28482.2143132198,459.268543019399,0,"317"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6680.86007012672,5597.35916727572,9685.46554652987,3558.84462874406,2900.89910868014,627587.122304901,2839.48215140327,4005.24716118565,27652.6352555532,445.891789339222,0,"317"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6486.27191274439,5434.32928861721,9403.36460828143,3455.18895994569,2816.4069016312,609307.885732914,2756.77878777017,3888.58947687928,26847.2186947118,432.904649843905,0,"317"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6297.35137159649,5276.04785302641,9129.48020221498,3354.55238829679,2734.37563265165,591561.054109625,2676.48425997104,3775.32958920318,26065.2608686522,420.29577654748,0,"317"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6113.93337048203,5122.37655633632,8863.5730118592,3256.84697892892,2654.73362393364,574331.120494782,2598.52840773887,3665.36853320697,25306.0785132546,408.054151987845,0,"317"
0,2021,6520,7598,6078,7745.52842390304,5291.13658657297,13800.0323779408,4376.93,3567.74,771853,0,0,0,0,0,"318"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7519.93050864373,5137.02581220677,13398.0896873212,4249.44660194175,3463.82524271845,749371.844660194,976.101543897956,1371.31533181087,11485.0846576301,150.164072573312,0,"318"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7300.90340645023,4987.40370117162,13007.8540653604,4125.6763125648,3362.93712885286,727545.480252616,1895.34280368535,2662.74821710848,22301.1352575342,291.580723443323,0,"318"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7088.25573441769,4842.1395157006,12628.9845294761,4005.51098307263,3264.98750374064,706354.835196714,2760.20796653206,3877.78866569196,32477.3814430109,424.632121519403,0,"318"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6881.80168390067,4701.10632592292,12261.1500286176,3888.84561463362,3169.89078033072,685781.393394868,2679.81355973987,3764.84336474948,31531.4382941854,412.264195649906,0,"318"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6681.36085815599,4564.18089895429,11904.0291539976,3775.57826663458,3077.56386439876,665807.17805327,2601.76073761152,3655.18773276649,30613.0468875586,400.256500630976,0,"318"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6486.75811471456,4431.24359121776,11557.3098582501,3665.60996760639,2987.92608194054,646414.735974049,2525.98129865196,3548.72595414222,29721.4047452025,388.598544301919,0,"318"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6297.82341234423,4302.17824390073,11220.6891827671,3558.84462874406,2900.89910868014,627587.122304901,2452.40902781744,3445.36500402157,28855.7327623325,377.28014009895,0,"318"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6114.39166247013,4176.87208145702,10893.8729929778,3455.18895994569,2816.4069016312,609307.885732914,2380.97963865771,3345.01456701123,28015.2745265365,366.291398154321,0,"318"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5936.30258492245,4055.21561306507,10576.5757213377,3354.55238829679,2734.37563265165,591561.054109625,2311.63071714341,3247.58695826333,27199.2956568315,355.62271665468,0,"318"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5763.40056788588,3937.10253695638,10268.5201178036,3256.84697892892,2654.73362393364,574331.120494782,2244.30166712952,3152.99704685761,26407.0831619723,345.264773451146,0,"318"
0,2021,6520,7598,6078,8884.0503508104,6566.9881727139,18050.1404315038,4376.93,3567.74,771853,0,0,0,0,0,"319"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8625.29160272854,6375.71667253777,17524.408185926,4249.44660194175,3463.82524271845,749371.844660194,1395.71477562456,1328.6790742236,10214.4254921181,189.36730838473,0,"319"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8374.06951721218,6190.01618692987,17013.9885300252,4125.6763125648,3362.93712885286,727545.480252616,2710.12577791176,2579.95936742446,19833.8359070255,367.70351142666,0,"319"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,8130.16457981765,6009.72445332997,16518.4354660439,4005.51098307263,3264.98750374064,706354.835196714,3946.78511346373,3757.22237974436,28884.2270490662,535.490550621349,0,"319"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7893.36366972587,5834.68393527182,16037.3159864504,3888.84561463362,3169.89078033072,685781.393394868,3831.83020724634,3647.78871819841,28042.9388825886,519.893738467329,0,"319"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7663.45987352027,5664.74168472992,15570.2096955829,3775.57826663458,3077.56386439876,665807.17805327,3720.22350218092,3541.54244485282,27226.1542549404,504.751202395465,0,"319"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7440.25230438861,5499.74920847565,15116.7084423135,3665.60996760639,2987.92608194054,646414.735974049,3611.86747784555,3438.39072315808,26433.1594708159,490.049711063559,0,"319"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7223.54592659088,5339.56233832587,14676.4159634112,3558.84462874406,2900.89910868014,627587.122304901,3506.66745421898,3338.24342054182,25663.2616221513,475.776418508309,0,"319"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,7013.15138503969,5184.04110517075,14248.9475372924,3455.18895994569,2816.4069016312,609307.885732914,3404.53150895047,3241.01302965226,24915.7879826712,461.918852920689,0,"319"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6808.88483984436,5033.04961667063,13833.9296478567,3354.55238829679,2734.37563265165,591561.054109625,3305.37039703929,3146.61459189539,24190.0854200691,448.464905748241,0,"319"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6610.56780567413,4886.45593851518,13430.9996581133,3256.84697892892,2654.73362393364,574331.120494782,3209.09747285368,3054.96562319941,23485.5198253098,435.402821114797,0,"319"
0,2021,6520,7598,6078,7016.23842845019,5267.4108486739,14957.6800695772,4376.93,3567.74,771853,0,0,0,0,0,"320"
