"yearNumber","Time","dcAnnualHealthUS","dcOUDNoTxExcess","dcOUDTxExcess","dcMethadone","dcBuprenorphine","dcNaltrexone","dcOverdoseNonfatal","dcOverdoseFatal","dcNetProductivity","dcCM","dcTherapy","dcHubSpoke","dcED","dcTH","nRun"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4612.01379437296,5382.80915761496,11643.2774924111,3354.55238829679,2734.37563265165,591561.054109625,2694.27001369893,3737.8185320697,21105.5206888621,491.513269088744,0,"962"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4477.68329550773,5226.02830836404,11304.1529052535,3256.84697892892,2654.73362393364,574331.120494782,2615.79612980478,3628.95003113563,20490.796785303,477.197348629849,0,"962"
0,2021,6520,7598,6078,8742.35922317696,7855.82615269814,15924.9737289706,4376.93,3567.74,771853,0,0,0,0,0,"963"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8487.72740114268,7627.0156822312,15461.1395426899,4249.44660194175,3463.82524271845,749371.844660194,1044.30052672858,1167.71111159787,13202.9876947014,177.246410953773,0,"963"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8240.51203994435,7404.86959439922,15010.8150899902,4125.6763125648,3362.93712885286,727545.480252616,2027.7680130652,2267.4002166949,25636.8693100998,344.167788259754,0,"963"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,8000.49712615956,7189.19378097012,14573.6068834857,4005.51098307263,3264.98750374064,706354.835196714,2953.06021320175,3302.03915052655,37335.2465681066,501.215225621,0,"963"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7767.47293801899,6979.79978734963,14149.132896588,3888.84561463362,3169.89078033072,685781.393394868,2867.04875068131,3205.8632529384,36247.8122020452,486.616723903884,0,"963"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7541.23586215436,6776.50464791226,13737.0222296971,3775.57826663458,3077.56386439876,665807.17805327,2783.54247638962,3112.48859508583,35192.0506815973,472.443421265907,0,"963"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7321.58821568384,6579.13072612841,13336.9147861137,3665.60996760639,2987.92608194054,646414.735974049,2702.46842367925,3021.83358746197,34167.0394966964,458.682933267871,0,"963"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7108.33807347946,6387.50555934797,12948.4609573919,3558.84462874406,2900.89910868014,627587.122304901,2623.7557511449,2933.81901695337,33171.8830065013,445.323236182398,0,"963"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6901.29910046549,6201.46170810483,12571.3213178562,3455.18895994569,2816.4069016312,609307.885732914,2547.3356807232,2848.36797762463,32205.7116567974,432.352656487766,0,"963"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6700.29038880145,6020.83660981051,12205.1663280158,3354.55238829679,2734.37563265165,591561.054109625,2473.14143759534,2765.40580351906,31267.6812201917,419.759860667734,0,"963"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6505.13629980723,5845.47243670923,11849.6760466172,3256.84697892892,2654.73362393364,574331.120494782,2401.10819184014,2684.86000341656,30356.9720584385,407.533845308479,0,"963"
0,2021,6520,7598,6078,5804.15482122428,5162.73275385029,14817.8383977169,4376.93,3567.74,771853,0,0,0,0,0,"964"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5635.10176817891,5012.36189694203,14386.2508715698,4249.44660194175,3463.82524271845,749371.844660194,1204.36492655788,1568.40212989152,11548.1854270882,143.170343922746,0,"964"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5470.97259046496,4866.37077373012,13967.233855893,4125.6763125648,3362.93712885286,727545.480252616,2338.57267292792,3045.44102891558,22423.6610234723,278.000667811158,0,"964"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5311.62387423783,4724.63181915546,13560.4212193136,4005.51098307263,3264.98750374064,706354.835196714,3405.68835863289,4435.10829453725,32655.8170244742,404.855341472561,0,"964"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5156.91638275517,4587.02118364608,13165.4574944792,3888.84561463362,3169.89078033072,685781.393394868,3306.49355207077,4305.93038304588,31704.6767227905,393.063438322874,0,"964"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5006.71493471376,4453.4186248991,12781.9975674555,3775.57826663458,3077.56386439876,665807.17805327,3210.18791463182,4180.514934996,30781.2395366898,381.614988662985,0,"964"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,4860.88828612986,4323.70740281466,12409.7063761704,3665.60996760639,2987.92608194054,646414.735974049,3116.68729575905,4058.75236407378,29884.6985793105,370.499988993189,0,"964"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4719.30901566006,4197.77417748996,12048.2586176412,3558.84462874406,2900.89910868014,627587.122304901,3025.90999588257,3940.53627579979,29014.27046535,359.708727177853,0,"964"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4581.85341326219,4075.50891018443,11697.3384637293,3455.18895994569,2816.4069016312,609307.885732914,2937.77669503162,3825.7633745629,28169.1946265534,349.231773959081,0,"964"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4448.40137209922,3956.80476716935,11356.6392851741,3354.55238829679,2734.37563265165,591561.054109625,2852.21038352584,3714.33337336204,27348.7326471392,339.059974717554,0,"964"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4318.83628359147,3841.55802637801,11025.8633836642,3256.84697892892,2654.73362393364,574331.120494782,2769.13629468529,3606.14890617674,26552.1676185817,329.184441473354,0,"964"
0,2021,6520,7598,6078,6855.8937311254,7555.34778742585,14935.6799833151,4376.93,3567.74,771853,0,0,0,0,0,"965"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6656.20750594699,7335.28911400568,14500.6601779758,4249.44660194175,3463.82524271845,749371.844660194,1057.22309411797,1195.50366859437,13086.0189046381,204.04673916389,0,"965"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6462.33738441455,7121.63991651037,14078.3108524037,4125.6763125648,3362.93712885286,727545.480252616,2052.8603769281,2321.36634678518,25409.7454458992,396.207260512408,0,"965"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6274.11396545102,6914.21351117512,13668.2629634987,4005.51098307263,3264.98750374064,706354.835196714,2989.60249067199,3380.63060211435,37004.4836590765,577.000864823895,0,"965"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6091.37278199128,6712.82865162633,13270.158216989,3888.84561463362,3169.89078033072,685781.393394868,2902.52668997281,3282.16563312072,35926.6831641519,560.19501439213,0,"965"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5913.95415727309,6517.309370511,12883.6487543583,3775.57826663458,3077.56386439876,665807.17805327,2817.9870776435,3186.56857584536,34880.2749166523,543.878654749641,0,"965"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5741.70306531368,6327.48482573883,12508.3968488915,3665.60996760639,2987.92608194054,646414.735974049,2735.90978411991,3093.75589887899,33864.3445792741,528.037528883147,0,"965"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5574.46899545017,6143.18915120275,12144.0746105743,3558.84462874406,2900.89910868014,627587.122304901,2656.22309137855,3003.64650376601,32878.0044458972,512.657795032181,0,"965"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5412.10582082541,5964.26131184733,11790.3636995867,3455.18895994569,2816.4069016312,609307.885732914,2578.85737027044,2916.16165414176,31920.3926659196,497.726014594351,0,"965"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5254.47167070428,5790.54496295857,11446.9550481424,3354.55238829679,2734.37563265165,591561.054109625,2503.74501968004,2831.22490693375,30990.6724911841,483.229140382865,0,"965"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5101.42880650901,5621.88831355201,11113.5485904296,3256.84697892892,2654.73362393364,574331.120494782,2430.82040745634,2748.76204556675,30088.0315448389,469.154505226082,0,"965"
0,2021,6520,7598,6078,8039.00271403603,5008.99566393346,18385.2728427346,4376.93,3567.74,771853,0,0,0,0,0,"966"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7804.85700391848,4863.10258634316,17849.7794589656,4249.44660194175,3463.82524271845,749371.844660194,1310.12663632717,1636.98563100333,13313.3914263969,205.787750008748,0,"966"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7577.53107176551,4721.45882169239,17329.8829698695,4125.6763125648,3362.93712885286,727545.480252616,2543.93521616927,3178.61287573462,25851.2454881493,399.587864094656,0,"966"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7356.82628326749,4583.94060358484,16825.1290969607,4005.51098307263,3264.98750374064,706354.835196714,3704.76002354747,4629.04787728343,37647.4448856543,581.924073924257,0,"966"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7142.54978958008,4450.42777047072,16335.0767931657,3888.84561463362,3169.89078033072,685781.393394868,3596.85439179366,4494.221240081,36550.9173647129,564.974829052677,0,"966"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6934.51435881562,4320.80366065119,15859.2978574425,3775.57826663458,3077.56386439876,665807.17805327,3492.09164251812,4363.32159231165,35486.3275385562,548.519251507453,0,"966"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6732.53821244235,4194.95501034096,15397.3765606238,3665.60996760639,2987.92608194054,646414.735974049,3390.38023545449,4236.23455564238,34452.7451830643,532.542962628595,0,"966"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6536.44486644888,4072.77185469996,14948.909282159,3558.84462874406,2900.89910868014,627587.122304901,3291.63129655775,4112.84908314794,33449.2671680236,517.032002552034,0,"966"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6346.06297713483,3954.14743174753,14513.5041574359,3455.18895994569,2816.4069016312,609307.885732914,3195.75854034733,3993.05736227955,32475.016667984,501.972818011684,0,"966"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6161.22619139304,3838.97808907527,14090.7807353747,3354.55238829679,2734.37563265165,591561.054109625,3102.67819451197,3876.75472065976,31529.142396101,487.35225049678,0,"966"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5981.77300135247,3727.16319327697,13680.3696459948,3256.84697892892,2654.73362393364,574331.120494782,3012.30892671065,3763.83953462113,30610.8178602922,473.157524754156,0,"966"
0,2021,6520,7598,6078,6519.72137215082,5953.46556764562,12457.4323497233,4376.93,3567.74,771853,0,0,0,0,0,"967"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6329.8265749037,5780.06365790837,12094.5945142945,4249.44660194175,3463.82524271845,749371.844660194,981.74079797083,1617.12523027019,10522.5002912621,186.69473726743,0,"967"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6145.46269408127,5611.71228923142,11742.3247711597,4125.6763125648,3362.93712885286,727545.480252616,1906.29281159384,3140.0489908159,20432.039400509,362.514052946467,0,"967"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5966.46863503036,5448.26435847711,11400.3153118055,4005.51098307263,3264.98750374064,706354.835196714,2776.15457999104,4572.88687982898,29755.3971852073,527.933086815243,0,"967"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5792.6879951751,5289.57704706515,11068.2672930151,3888.84561463362,3169.89078033072,685781.393394868,2695.29570872916,4439.69599983396,28888.7351312692,512.556394966255,0,"967"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5623.96892735447,5135.51169617976,10745.8905757428,3775.57826663458,3077.56386439876,665807.17805327,2616.79195022249,4310.38446585821,28047.3156614264,497.627567928403,0,"967"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5460.16400714026,4985.93368561142,10432.9034715949,3665.60996760639,2987.92608194054,646414.735974049,2540.57470895387,4184.83928724098,27230.4035547829,483.133561095537,0,"967"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5301.13010401967,4840.71231612759,10129.0324966941,3558.84462874406,2900.89910868014,627587.122304901,2466.57738733385,4062.95076431163,26437.2850046436,469.061709801492,0,"967"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5146.72825632978,4699.72069526951,9834.01213271272,3455.18895994569,2816.4069016312,609307.885732914,2394.7353275086,3944.61239253557,25667.2669947996,455.399718253876,0,"967"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4996.82354983473,4562.83562647525,9547.58459486672,3354.55238829679,2734.37563265165,591561.054109625,2324.98575486271,3829.72076945201,24919.6766939802,442.13564879017,0,"967"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4851.28499983955,4429.93750143228,9269.49960666672,3256.84697892892,2654.73362393364,574331.120494782,2257.26772316768,3718.17550432234,24193.860867942,429.257911446767,0,"967"
0,2021,6520,7598,6078,6004.52950933482,6535.8306084061,14428.7388896258,4376.93,3567.74,771853,0,0,0,0,0,"968"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5829.64030032507,6345.46661010301,14008.48435886,4249.44660194175,3463.82524271845,749371.844660194,877.683512930544,1389.27296560686,13354.1529128102,139.109568316755,0,"968"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5659.84495177192,6160.64719427477,13600.4702513204,4125.6763125648,3362.93712885286,727545.480252616,1704.2398309331,2697.61740894535,25930.3940054567,270.115666634475,0,"968"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5494.99509880768,5981.21086822793,13204.3400498256,4005.51098307263,3264.98750374064,706354.835196714,2481.90266640742,3928.56904215343,37762.7097166845,393.372330050206,0,"968"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5334.94669787154,5807.00084293974,12819.7476211899,3888.84561463362,3169.89078033072,685781.393394868,2409.61423923051,3814.14470111983,36662.8249676548,381.91488354389,0,"968"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5179.55990084615,5637.864896058,12446.3569137766,3775.57826663458,3077.56386439876,665807.17805327,2339.43130022379,3703.05310788333,35594.9756967523,370.791149071738,0,"968"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5028.69893286034,5473.65523889126,12083.8416638608,3665.60996760639,2987.92608194054,646414.735974049,2271.29252448912,3595.19719211974,34558.2288317983,359.991406865765,0,"968"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4882.23197365082,5314.22838727307,11731.8851105444,3558.84462874406,2900.89910868014,627587.122304901,2205.13837329041,3490.48271079586,33551.6784774741,349.506220258024,0,"968"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4740.03104237944,5159.44503618745,11390.1797189752,3455.18895994569,2816.4069016312,609307.885732914,2140.91104202952,3388.81816582123,32574.4451237613,339.326427434975,0,"968"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4601.97188580528,5009.16993804606,11058.4269116264,3354.55238829679,2734.37563265165,591561.054109625,2078.5544097374,3290.11472409828,31625.6748774381,329.443133432014,0,"968"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4467.93386971386,4863.27178451074,10736.3368074043,3256.84697892892,2654.73362393364,574331.120494782,2018.01399003631,3194.28613990124,30704.5387159593,319.847702361179,0,"968"
0,2021,6520,7598,6078,6472.4861519672,8097.65839647735,13384.8385028972,4376.93,3567.74,771853,0,0,0,0,0,"969"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6283.96713783223,7861.80426842461,12994.9888377643,4249.44660194175,3463.82524271845,749371.844660194,1418.95823715267,1517.74155982683,12734.9240811099,182.23149214172,0,"969"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6100.93896876916,7632.81967808214,12616.4940172469,4125.6763125648,3362.93712885286,727545.480252616,2755.2587129178,2947.070989955,24728.0079244853,353.847557556738,0,"969"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5923.24171725161,7410.50454182732,12249.0233177154,4005.51098307263,3264.98750374064,706354.835196714,4012.51268871524,4291.85095624515,36011.6620259495,515.311977024375,0,"969"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5750.72011383651,7194.66460371585,11892.2556482674,3888.84561463362,3169.89078033072,685781.393394868,3895.64338710218,4166.84558858752,34962.7786659704,500.302890314927,0,"969"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5583.22341149176,6985.11126574354,11545.8792701625,3775.57826663458,3077.56386439876,665807.17805327,3782.17804573027,4045.48115396847,33944.4453067674,485.730961470803,0,"969"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5420.60525387549,6781.66142305198,11209.5915244296,3665.60996760639,2987.92608194054,646414.735974049,3672.01752012648,3927.65160579463,32955.7721424926,471.583457738644,0,"969"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5262.72354745194,6584.13730393396,10883.0985674074,3558.84462874406,2900.89910868014,627587.122304901,3565.06555352085,3813.25398620838,31995.8952839734,457.848017221984,0,"969"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5109.44033733198,6392.36631449899,10566.1151139877,3455.18895994569,2816.4069016312,609307.885732914,3461.22869273869,3702.18833612464,31063.9760038576,444.512638079596,0,"969"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4960.62168673007,6206.1808878631,10258.3641883376,3354.55238829679,2734.37563265165,591561.054109625,3360.41620654242,3594.357607888,30159.2000037453,431.565668038443,0,"969"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4816.13755993211,6025.41833773116,9959.57688188118,3256.84697892892,2654.73362393364,574331.120494782,3262.54000635186,3489.66758047379,29280.7767026653,418.995794212081,0,"969"
0,2021,6520,7598,6078,8707.08129598945,8175.40820126887,15574.2522528402,4376.93,3567.74,771853,0,0,0,0,0,"970"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8453.47698639753,7937.28951579502,15120.6332551847,4249.44660194175,3463.82524271845,749371.844660194,961.393445326335,1427.83755942438,11627.0634417887,141.268841600636,0,"970"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,8207.25921009469,7706.10632601459,14680.2264613443,4125.6763125648,3362.93712885286,727545.480252616,1866.78338898317,2772.50011538714,22576.8222170654,274.308430292498,0,"970"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7968.21282533465,7481.65662719863,14252.6470498489,4005.51098307263,3264.98750374064,706354.835196714,2718.61658589783,4037.62152726282,32878.867306406,399.478296542472,0,"970"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7736.12895663558,7263.74429825109,13837.5214076203,3888.84561463362,3169.89078033072,685781.393394868,2639.43357854158,3920.02090025517,31921.2303945689,387.843006351915,0,"970"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7510.80481226755,7052.17893034087,13434.4868035148,3775.57826663458,3077.56386439876,665807.17805327,2562.55687237047,3805.84553422832,30991.4858199698,376.546608108655,0,"970"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7292.04350705588,6846.77566052511,13043.1910713736,3665.60996760639,2987.92608194054,646414.735974049,2487.91929356356,3694.99566429934,30088.8211844367,365.579231173452,0,"970"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,7079.65389034551,6647.35501021856,12663.2923023045,3558.84462874406,2900.89910868014,627587.122304901,2415.45562481899,3587.37443135858,29212.4477518803,354.931292401409,0,"970"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6873.45037897622,6453.74272836753,12294.4585459267,3455.18895994569,2816.4069016312,609307.885732914,2345.10254836795,3482.88779743552,28361.5997591071,344.593487768359,0,"970"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6673.25279512255,6265.76963919178,11936.3675203172,3354.55238829679,2734.37563265165,591561.054109625,2276.7985906485,3381.44446352963,27535.5337467059,334.556784241125,0,"970"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6478.88620885684,6083.27149436095,11588.706330405,3256.84697892892,2654.73362393364,574331.120494782,2210.48406859077,3282.95578983459,26733.5279094232,324.812411884587,0,"970"
0,2021,6520,7598,6078,6821.2098134798,5880.47093072091,12391.4686413775,4376.93,3567.74,771853,0,0,0,0,0,"971"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6622.53379949495,5709.19507836982,12030.5520790073,4249.44660194175,3463.82524271845,749371.844660194,1037.40414831031,1435.28227948261,8780.53153311852,171.753328167553,0,"971"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6429.64446552908,5542.90784307749,11680.1476495217,4125.6763125648,3362.93712885286,727545.480252616,2014.37698701031,2786.95588249051,17049.5757924631,333.501608092336,0,"971"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6242.37326750396,5381.46392531795,11339.9491742929,4005.51098307263,3264.98750374064,706354.835196714,2933.55871894705,4058.67361527744,24829.4793094123,485.681953532528,0,"971"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6060.55657039219,5224.72225759025,11009.6593925173,3888.84561463362,3169.89078033072,685781.393394868,2848.11526111364,3940.45982065771,24106.2905916625,471.535877216047,0,"971"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5884.03550523514,5072.54588115558,10688.9897014732,3775.57826663458,3077.56386439876,665807.17805327,2765.16044768315,3825.68914626962,23404.1656229733,457.801822539851,0,"971"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5712.65583032538,4924.80182636464,10377.6599043429,3665.60996760639,2987.92608194054,646414.735974049,2684.62179386713,3714.26130705788,22722.4908960906,444.467788873642,0,"971"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5546.26779643241,4781.36099647052,10075.3979653814,3558.84462874406,2900.89910868014,627587.122304901,2606.42892608459,3606.07893889115,22060.6707729034,431.522125120041,0,"971"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5384.72601595379,4642.09805482575,9781.93977221497,3455.18895994569,2816.4069016312,609307.885732914,2530.51352047048,3501.04751348655,21418.1269639839,418.95351953402,0,"971"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5227.88933587747,4506.89131536481,9497.02890506308,3354.55238829679,2734.37563265165,591561.054109625,2456.80924317522,3399.07525581219,20794.2980232854,406.750989838854,0,"971"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5075.62071444414,4375.62263627651,9220.4164126826,3256.84697892892,2654.73362393364,574331.120494782,2385.25169240313,3300.07306389533,20188.6388575586,394.903873629956,0,"971"
0,2021,6520,7598,6078,8406.09359454527,5695.34814801882,15811.56802863,4376.93,3567.74,771853,0,0,0,0,0,"972"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8161.25591703424,5529.4642213775,15351.036921,4249.44660194175,3463.82524271845,749371.844660194,1002.16252471947,1735.71138718379,10102.3803981831,205.97259136255,0,"972"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7923.54943401382,5368.41186541504,14903.9193407767,4125.6763125648,3362.93712885286,727545.480252616,1945.94664994072,3370.31337317242,19616.2726178313,399.946779344757,0,"972"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7692.76644079012,5212.05035477189,14469.8246026958,4005.51098307263,3264.98750374064,706354.835196714,2833.90288826319,4908.22335898896,28567.3873075213,582.446766036054,0,"972"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7468.7052823205,5060.24306288533,14048.3734006755,3888.84561463362,3169.89078033072,685781.393394868,2751.36202743999,4765.26539707666,27735.3274830304,565.482297122383,0,"972"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7251.1701770102,4912.85734260711,13639.197476384,3775.57826663458,3077.56386439876,665807.17805327,2671.22526935921,4626.47125929772,26927.5024107091,549.01193895377,0,"972"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7039.97104564097,4769.76441029817,13241.9392974602,3665.60996760639,2987.92608194054,646414.735974049,2593.42259161089,4491.71966922109,26143.2062239894,533.021299955116,0,"972"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6834.92334528249,4630.83923329919,12856.251745107,3558.84462874406,2900.89910868014,627587.122304901,2517.8860112727,4360.89288273892,25381.7536155237,517.496407723414,0,"972"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6635.84790804126,4495.96042067883,12481.7978107835,3455.18895994569,2816.4069016312,609307.885732914,2444.54952550748,4233.87658518342,24642.4792383725,502.423696818848,0,"972"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6442.57078450607,4365.01011716391,12118.2503017316,3354.55238829679,2734.37563265165,591561.054109625,2373.34905389076,4110.55979144021,23924.7371246335,487.789996911503,0,"972"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6254.92309175347,4237.87390015914,11765.2915550792,3256.84697892892,2654.73362393364,574331.120494782,2304.22238241821,3990.83474897108,23227.9001210034,473.582521273304,0,"972"
0,2021,6520,7598,6078,5657.89764793892,7769.66307853581,16608.8094338765,4376.93,3567.74,771853,0,0,0,0,0,"973"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5493.10451256206,7543.36221217069,16125.0577027928,4249.44660194175,3463.82524271845,749371.844660194,1357.06383427824,1654.18047378967,8998.31965622277,179.37243398631,0,"973"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5333.11117724472,7323.65263317543,15655.3958279541,4125.6763125648,3362.93712885286,727545.480252616,2635.07540636551,3212.00091997994,17472.4653518889,348.295988322932,0,"973"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5177.77784198517,7110.34236230624,15199.4134251982,4005.51098307263,3264.98750374064,706354.835196714,3837.4884558721,4677.67124268923,25445.3378911003,507.22716746058,0,"973"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5026.96877862637,6903.24501194781,14756.7120632992,3888.84561463362,3169.89078033072,685781.393394868,3725.71694744864,4541.42839096042,24704.2115447576,492.45356064134,0,"973"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,4880.55221225862,6702.1796232503,14326.9049158245,3775.57826663458,3077.56386439876,665807.17805327,3617.20091985304,4409.15377763148,23984.6714026772,478.110253049845,0,"973"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,4738.40020607633,6506.97050801,13909.6164231306,3665.60996760639,2987.92608194054,646414.735974049,3511.84555325538,4280.73182294318,23286.0887404633,464.184711698878,0,"973"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4600.38854958867,6317.44709515534,13504.4819642044,3558.84462874406,2900.89910868014,627587.122304901,3409.55878956833,4156.05031353707,22607.8531460809,450.664768639688,0,"973"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4466.39665008608,6133.44378170421,13111.1475380625,3455.18895994569,2816.4069016312,609307.885732914,3310.25125200809,4035.00030440492,21949.3719864863,437.538610329794,0,"973"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4336.30742726804,5954.79978806234,12729.2694544297,3354.55238829679,2734.37563265165,591561.054109625,3213.83616699815,3917.4760236941,21310.0698897925,424.794767310479,0,"973"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4210.00721093985,5781.35901753625,12358.5140334269,3256.84697892892,2654.73362393364,574331.120494782,3120.22928834771,3803.37478028553,20689.388242517,412.422104184931,0,"973"
0,2021,6520,7598,6078,6376.08315710397,5469.93860839866,13537.6601812209,4376.93,3567.74,771853,0,0,0,0,0,"974"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6190.37199718832,5310.62000815404,13143.3593992435,4249.44660194175,3463.82524271845,749371.844660194,1297.09059806069,1603.25835866049,13478.9483876286,178.393699413202,0,"974"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6010.06990018284,5155.94175548936,12760.5431060617,4125.6763125648,3362.93712885286,727545.480252616,2518.62252050619,3113.12302652522,26172.7153157837,346.395532841168,0,"974"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5835.01932056586,5005.76869464986,12388.8768020016,4005.51098307263,3264.98750374064,706354.835196714,3667.89687452358,4533.67431047362,38115.6048288113,504.459513846361,0,"974"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5665.06730152026,4859.96960645618,12028.0357300987,3888.84561463362,3169.89078033072,685781.393394868,3561.06492672192,4401.62554414915,37005.4415813702,489.766518297438,0,"974"
